"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2014.MMP00239,2014.MMP00239,"Western Asia","Sat, 11/08/2014 - 12:00",2014,November,27,11,38,6,4,,11,"Southern Asia",Drowning,Afghanistan,"Near Rumeli Feneri, Turkey at confluence Bosphorus and Black Sea","Hyrriet Daily News","41.2344374, 29.112145","Syria to Türkiye","http://bit.ly/1wjEt2r, http://bit.ly/10Pl9l0, https://archive.vn/wip/GqA6p","Western Asia",3
2014.MMP00240,2014.MMP00240,Mediterranean,"Sat, 11/08/2014 - 12:00",2014,November,,4,4,5,,,1,"Southern Asia",Drowning,Afghanistan,"Aegean Sea, Westen Türkiye, off coast of Ayvalik","Daily Mail","39.279, 26.532","Eastern Mediterranean",http://bit.ly/1wjEt2r,Uncategorized,1
2014.MMP00241,2014.MMP00241,"Eastern Africa","Tue, 11/11/2014 - 12:00",2014,November,,30,30,,,,,"Eastern Africa",Drowning,Ethiopia,"Off the coast of Djibouti - EHOA-Yemen crossing","IOM Obock","12.36166, 43.52799","Eastern Route to/from EHOA",http://bit.ly/1GNTj9G,"Eastern Africa",4
2014.MMP00242,2014.MMP00242,Europe,"Wed, 11/19/2014 - 12:00",2014,November,2,,2,,,,,Unknown,"Vehicle accident / death linked to hazardous transport",Unknown,"Dunkirk, Loon-Plague port, France","Daily Mail","50.9966, 2.2574","English Channel to the UK","http://dailym.ai/1r4Egyr, https://archive.vn/GpmOw, https://archive.vn/pTnr0","Western Europe",3
2014.MMP00243,2014.MMP00243,Mediterranean,"Wed, 11/26/2014 - 12:00",2014,November,,6,6,,,,,"Sub-Saharan Africa (P)",Drowning,Unknown,"Between Libya and Italy","IOM Italy","36.3151, 12.9199","Central Mediterranean",,Uncategorized,4
2014.MMP00244,2014.MMP00244,Mediterranean,"Wed, 11/26/2014 - 12:00",2014,November,,12,12,,,,,"Sub-Saharan Africa (P)",Drowning,Unknown,"Between Libya and Italy","IOM Italy","35.9246, 13.1616","Central Mediterranean",,Uncategorized,4
2014.MMP00245,2014.MMP00245,Europe,"Sun, 11/30/2014 - 12:00",2014,November,4,,4,,,4,,"Southern Asia","Harsh environmental conditions / lack of adequate shelter, food, water",Afghanistan,"Bulgaria/Serbia border, near the village of Kireevo in south-western Bulgaria",Novinite,"43.7871261, 22.3723774","Western Balkans",http://bit.ly/2gMuEPf,"Eastern Europe",1
2014.MMP00246,2014.MMP00246,Europe,"Mon, 12/01/2014 - 12:00",2014,December,1,,1,,,1,,"Eastern Africa (P)","Vehicle accident / death linked to hazardous transport",Unknown,"On A16 highway near Calais direction Calais-Boulogne","Calais Migrant Solidarity","50.8476, 2","English Channel to the UK","http://bit.ly/1vbpsyD, https://archive.vn/WNdVg, https://archive.vn/pTnr0","Western Europe",4
2014.MMP00247,2014.MMP00247,Mediterranean,"Fri, 12/05/2014 - 12:00",2014,December,17,,17,75,1,15,1,"Sub-Saharan Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"40 miles north of Tripoli, Libya in the Channel of Sicily.","IOM Rome","34.1618, 13.0737","Central Mediterranean",,Uncategorized,4
2014.MMP00248,2014.MMP00248,Mediterranean,"Fri, 12/05/2014 - 12:00",2014,December,,23,23,28,,,,"Sub-Saharan Africa (P)",Drowning,Unknown,"20 miles (32 kilometers) off Cabo de Gata cape, Spain","Press TV","36.3992, -2.38403","Western Mediterranean",http://bit.ly/12VUMvt,Uncategorized,1
2014.MMP00249,2014.MMP00249,"Western Asia","Sun, 12/07/2014 - 12:00",2014,December,21,3,24,,,,,"Eastern Africa",Drowning,Ethiopia,"Off coast of Yemen, near al-Makha port - EHOA-Yemen crossing","Reuters and IOM Saana","13.49112, 43.15973","Eastern Route to/from EHOA",http://reut.rs/1uapne0,"Eastern Africa",4
2014.MMP00250,2014.MMP00250,Europe,"Fri, 12/12/2014 - 12:00",2014,December,1,,1,,,1,,"Northern Africa","Vehicle accident / death linked to hazardous transport",Sudan,"M25 highway, United Kingdom (driving from Calais, France)","Calais Migrant Solidarity, BBC","51.1208, 1.0437","English Channel to the UK","http://bit.ly/1zTn3Of, http://bit.ly/1DxA7u2, https://archive.vn/925ZV, https://archive.vn/pTnr0","Northern Europe",4
2014.MMP00251,2014.MMP00251,Caribbean,"Fri, 12/19/2014 - 12:00",2014,December,,1,1,,,1,,Caribbean,Drowning,Cuba,"International waters about 22 miles from Cuban territory.","Miami Herald","23.6445, -80.2881","Caribbean to US",https://archive.vn/2mfN4,Caribbean,1
2014.MMP00252,2014.MMP00252,Mediterranean,"Fri, 12/19/2014 - 12:00",2014,December,9,,9,21,,,3,Unknown,Drowning,Unknown,"off the coast of Tangier, Strait of Gibraltar",Reuters,"35.8468, -5.80353","Western Mediterranean",http://yhoo.it/1AqncZM,Uncategorized,1
2014.MMP00253,2014.MMP00253,Mediterranean,"Tue, 12/23/2014 - 12:00",2014,December,5,,5,,,1,,Unknown,Drowning,Unknown,"Unspecified location between North Africa and Italy","ANSA English","34.8138, 13.7109","Central Mediterranean",http://bit.ly/1xdZY9w,Uncategorized,1
2014.MMP00254,2014.MMP00254,Mediterranean,"Wed, 12/24/2014 - 12:00",2014,December,,30,30,,,,,Unknown,"Mixed or unknown",Unknown,"Unspecified location between North Africa and Italy","IOM Rome","34.3071, 16.6113","Central Mediterranean",,Uncategorized,4
2014.MMP00255,2014.MMP00255,Mediterranean,"Sun, 12/28/2014 - 12:00",2014,December,,2,2,,,,,"Western Asia",Drowning,"Syrian Arab Republic","Greece to Italy","Saudi Press Agency","39.9771, 19.0503","Central Mediterranean",,Uncategorized,1
2014.MMP00256,2014.MMP00256,Mediterranean,"Mon, 12/29/2014 - 12:00",2014,December,,9,9,2,,,,"Western Asia",Drowning,"Syrian Arab Republic","Off town of Gümü?lük, near the city of Bodrum, Türkiye","IOM Türkiye, via Turkish Coast Guard Command, reported in Todays Zaman","36.9993, 27.36418","Eastern Mediterranean",http://bit.ly/1xAWSfK,Uncategorized,4
2014.MMP00257,2014.MMP00257,"Northern Africa","Sun, 11/30/2014 - 12:00",2014,November,1,,1,,,,,Unknown,Violence,Unknown,"Unspecified location, Libya",MHub,"25.131133, 11.858396","Sahara Desert crossing",,"Northern Africa",2
2014.MMP00258,2014.MMP00258,Mediterranean,"Tue, 12/30/2014 - 12:00",2014,December,4,,4,,,,,Unknown,Drowning,Unknown,"Bodies recovered near Zarzia and Ben Gardane, Tunsia","IOM Tunisia","33.3482565, 11.109411","Central Mediterranean",,Uncategorized,4
2014.MMP00259,2014.MMP00259,"South-eastern Asia","Wed, 12/31/2014 - 12:00",2014,December,,750,750,,,,250,"South-eastern Asia","Mixed or unknown",Unknown,"Departed from Arakan, Myanmar. Vast majority going towards Thailand and Malaysia, others more south in the Indian Ocean",UNHCR,"14.60759586, 93.21449103",,http://bit.ly/1G6YUEZ,"South-eastern Asia",4
2014.MMP00260,2014.MMP00260,"Eastern Africa","Tue, 09/30/2014 - 12:00",2014,September,16,,16,,,,,Unknown,"Mixed or unknown",,"Multiple locations in Djibouti","IOM Djibouti","9.1303782, 41.2808577","Eastern Route to/from EHOA",,Uncategorized,4
2014.MMP00261,2014.MMP00261,"North America","Tue, 09/30/2014 - 12:00",2014,September,111,,111,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Mixed,Mixed,"US Border Patrol","29.53547, -103.40325","US-Mexico border crossing",http://www.cbp.gov/newsroom/media-resources/stats,"Northern America",5
2014.MMP01000,2014.MMP01000,"North America","Thu, 01/02/2014 - 12:00",2014,January,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.920733, -112.24025","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01001,2014.MMP01001,"North America","Wed, 02/26/2014 - 12:00",2014,February,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.54435, -112.590033","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01002,2014.MMP01002,"North America","Thu, 03/27/2014 - 12:00",2014,March,1,,1,,,1,,"Latin America / Caribbean (P)",Violence,Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","33.406483, -111.7932","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01003,2014.MMP01003,"North America","Sat, 04/12/2014 - 12:00",2014,April,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.867583, -112.529133","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01004,2014.MMP01004,"North America","Tue, 04/15/2014 - 12:00",2014,April,1,,1,,,1,,"Latin America / Caribbean (P)",Violence,Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","33.328533, -112.20325","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01005,2014.MMP01005,"North America","Sat, 05/03/2014 - 12:00",2014,May,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.767733, -112.493383","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01006,2014.MMP01006,"North America","Tue, 06/17/2014 - 12:00",2014,June,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, Maricopa County, USA (see coordinates for exact location), 300 yards south of I-8 at MP 97","Pima County Office of the Medical Examiner (PCOME)","32.889083, -113.05275","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01007,2014.MMP01007,"North America","Tue, 06/17/2014 - 12:00",2014,June,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, 13 miles south of MC85 at MP 10, Arizona, Maricopa County, USA (see coordinates for exact location),","Pima County Office of the Medical Examiner (PCOME)","32.785367, -112.5716","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01008,2014.MMP01008,"North America","Sun, 07/06/2014 - 12:00",2014,July,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.773417, -113.022283","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01009,2014.MMP01009,"North America","Tue, 09/09/2014 - 12:00",2014,September,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"8 miles south of Interstate 8, east of State Route 85 approximately 8-11 miles, Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.799933, -112.603117","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01010,2014.MMP01010,"North America","Wed, 10/01/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.11158, -112.70088","US-Mexico border crossing",,"Northern America",5
2014.MMP01011,2014.MMP01011,"North America","Fri, 10/03/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","33.286833, -113.100567","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01012,2014.MMP01012,"North America","Thu, 10/09/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.363417, -109.9977","US-Mexico border crossing",,"Northern America",5
2014.MMP01013,2014.MMP01013,"North America","Sun, 10/12/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.7237, -111.4236","US-Mexico border crossing",,"Northern America",5
2014.MMP01014,2014.MMP01014,"North America","Wed, 10/15/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.443117, -111.630167","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01015,2014.MMP01015,"North America","Wed, 10/15/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.7641, -112.184983","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01016,2014.MMP01016,"North America","Sun, 10/19/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.854167, -112.5388","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01017,2014.MMP01017,"North America","Tue, 10/21/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.21341, -111.37118","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01018,2014.MMP01018,"North America","Fri, 10/24/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)",Violence,Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.100767, -111.140983","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01019,2014.MMP01019,"North America","Tue, 10/28/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.49773, -113.03201","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01020,2014.MMP01020,"North America","Wed, 10/29/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.890617, -112.7889","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01021,2014.MMP01021,"North America","Wed, 10/29/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.652667, -112.736483","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01022,2014.MMP01022,"North America","Thu, 10/30/2014 - 12:00",2014,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.75902, -111.63283","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01023,2014.MMP01023,"North America","Thu, 11/06/2014 - 12:00",2014,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.916783, -112.937883","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01024,2014.MMP01024,"North America","Mon, 11/10/2014 - 12:00",2014,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.76492, -111.02039","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01025,2014.MMP01025,"North America","Wed, 11/12/2014 - 12:00",2014,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.75662, -111.76598","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01026,2014.MMP01026,"North America","Sun, 11/16/2014 - 12:00",2014,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.530333, -110.973083","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01027,2014.MMP01027,"North America","Wed, 11/26/2014 - 12:00",2014,November,1,,1,,1,,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.303726, -109.379947","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01028,2014.MMP01028,"North America","Thu, 11/27/2014 - 12:00",2014,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.585083, -111.095583","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01029,2014.MMP01029,"North America","Thu, 11/27/2014 - 12:00",2014,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.223531, -113.111221","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01030,2014.MMP01030,"North America","Thu, 11/27/2014 - 12:00",2014,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.672801, -111.834361","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01031,2014.MMP01031,"North America","Wed, 12/03/2014 - 12:00",2014,December,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.983401, -112.750001","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01032,2014.MMP01032,"North America","Sat, 12/06/2014 - 12:00",2014,December,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.789117, -112.20065","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01033,2014.MMP01033,"North America","Tue, 12/09/2014 - 12:00",2014,December,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.436583, -112.67935","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01034,2014.MMP01034,"North America","Sat, 12/13/2014 - 12:00",2014,December,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.046333, -113.040883","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01035,2014.MMP01035,"North America","Sun, 12/28/2014 - 12:00",2014,December,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.0405, -112.6999","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01036,2014.MMP01036,"North America","Sun, 12/28/2014 - 12:00",2014,December,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.62241, -111.84954","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01037,2014.MMP01037,"North America","Wed, 12/31/2014 - 12:00",2014,December,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.22804, -112.590416","US-Mexico border crossing",http://humaneborders.info/,"Northern America",5
2014.MMP01038,2014.MMP01038,"North America","Thu, 01/02/2014 - 12:00",2014,January,1,,1,,0,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Brooks county, Texas, United States of America","Border Patrol Deaths FOIA (UBC)","26.8342, -98.2662","US-Mexico border crossing",,"Northern America",5
2014.MMP01039,2014.MMP01039,"North America","Sat, 01/04/2014 - 12:00",2014,January,1,,1,,0,0,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Brooks county, Texas, United States of America","Border Patrol Deaths FOIA (UBC)","27.2169, -98.1868","US-Mexico border crossing",,"Northern America",5
2014.MMP01040,2014.MMP01040,"North America","Mon, 01/06/2014 - 12:00",2014,January,1,,1,,0,0,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima county, Arizona, United States of America","Border Patrol Deaths FOIA (UBC)","31.6595, -111.641","US-Mexico border crossing",,"Northern America",5
2014.MMP01041,2014.MMP01041,"North America","Wed, 01/08/2014 - 12:00",2014,January,1,,1,,0,0,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Cameron county, Texas, United States of America","Border Patrol Deaths FOIA (UBC)","25.875, -97.4485","US-Mexico border crossing",,"Northern America",5
2014.MMP01042,2014.MMP01042,"North America","Thu, 01/09/2014 - 12:00",2014,January,1,,1,,0,1,,"Central America","Mixed or unknown",Mexico,"Webb county, Texas, United States of America","Border Patrol Deaths FOIA (UBC)","27.8525, -98.9322","US-Mexico border crossing",,"Northern America",5
2014.MMP01043,2014.MMP01043,"North America","Sun, 01/12/2014 - 12:00",2014,January,1,,1,,0,0,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima county, Arizona, United States of America","Border Patrol Deaths FOIA (UBC)","31.5966, -111.7345","US-Mexico border crossing",,"Northern America",5
2014.MMP01044,2014.MMP01044,"North America","Tue, 01/21/2014 - 12:00",2014,January,1,,1,,0,1,,"Central America","Mixed or unknown",Mexico,"Brooks county, Texas, United States of America","Border Patrol Deaths FOIA (UBC)","27.0395, -98.2945","US-Mexico border crossing",,"Northern America",5
2014.MMP01045,2014.MMP01045,"North America","Fri, 01/24/2014 - 12:00",2014,January,1,,1,,0,0,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima county, Arizona, United States of America","Border Patrol Deaths FOIA (UBC)","32.174, -112.1746","US-Mexico border crossing",,"Northern America",5
2014.MMP01046,2014.MMP01046,"North America","Fri, 01/24/2014 - 12:00",2014,January,1,,1,,0,0,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima county, Arizona, United States of America","Border Patrol Deaths FOIA (UBC)","32.4029, -113.0294","US-Mexico border crossing",,"Northern America",5
2014.MMP01047,2014.MMP01047,"North America","Wed, 01/29/2014 - 12:00",2014,January,1,,1,,0,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Brooks county, Texas, United States of America","Border Patrol Deaths FOIA (UBC)","27.2444, -98.3095","US-Mexico border crossing",,"Northern America",5
2014.MMP01048,2014.MMP01048,"North America","Wed, 01/29/2014 - 12:00",2014,January,1,,1,,0,1,,"Central America","Mixed or unknown",Mexico,"Brooks county, Texas, United States of America","Border Patrol Deaths FOIA (UBC)","27.246, -98.3493","US-Mexico border crossing",,"Northern America",5
2014.MMP01049,2014.MMP01049,"North America","Wed, 01/29/2014 - 12:00",2014,January,1,,1,,0,0,,"Central America","Mixed or unknown",Mexico,"Brooks county, Texas, United States of America","Border Patrol Deaths FOIA (UBC)","27.0776, -98.1143","US-Mexico border crossing",,"Northern America",5
2014.MMP01050,2014.MMP01050,"North America","Wed, 01/29/2014 - 12:00",2014,January,1,,1,,0,0,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pinal county, Arizona, United States of America","Border Patrol Deaths FOIA (UBC)","32.4653, -111.6416","US-Mexico border crossing",,"Northern America",5
2014.MMP01051,2014.MMP01051,"North America","Sat, 02/01/2014 - 12:00",2014,February,1,,1,,0,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Presidio county, Texas, United States of America","Border Patrol Deaths FOIA (UBC)","30.1836, -104.1565","US-Mexico border crossing",,"Northern America",5
2014.MMP01052,2014.MMP01052,"North America","Sun, 02/02/2014 - 12:00",2014,February,1,,1,,0,1,,"Latin America / Caribbean (P)",Drowning,Unknown,"Hidalgo county, Texas, United States of America","Border Patrol Deaths FOIA (UBC)","26.2144, -98.4387","US-Mexico border crossing",,"Northern America",5
2014.MMP01053,2014.MMP01053,"North America","Sun, 02/02/2014 - 12:00",2014,February,1,,1,,1,0,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Brooks county, Texas, United States of America","Border Patrol Deaths FOIA (UBC)","26.9325, -98.3777","US-Mexico border crossing",,"Northern America",5
2014.MMP01054,2014.MMP01054,"North America","Mon, 02/03/2014 - 12:00",2014,February,1,,1,,0,1,,"Central America",Drowning,Guatemala,"Brooks county, Texas, United States of America","Border Patrol Deaths FOIA (UBC)","26.9551, -98.2349","US-Mexico border crossing",,"Northern America",5
2014.MMP01055,2014.MMP01055,"North America","Tue, 02/04/2014 - 12:00",2014,February,1,,1,,0,0,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Brooks county, Texas, United States of America","Border Patrol Deaths FOIA (UBC)","27.0438, -98.0257","US-Mexico border crossing",,"Northern America",5
